radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,641,1,4018,141606,270,32.650212,0.342074,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141529,195,32.57496,0.312673,58,4,1,1458620047,1472040550,
UMTS,641,1,4018,141578,,32.588889,0.306924,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141828,426,32.5756,0.316758,12,3,1,1458620047,1465394038,
UMTS,641,1,4018,141629,,32.587783,0.302327,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141525,211,32.573984,0.313363,14,2,1,1458620047,1471854733,
UMTS,641,1,4018,141527,203,32.57523,0.310758,43,5,1,1458620047,1472040550,
UMTS,641,1,4018,141777,491,32.580548,0.311436,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,142126,,32.559921,0.307627,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,141969,,32.595952,0.322633,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142046,364,32.604047,0.326033,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,141939,481,32.569677,0.318279,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142067,396,32.611425,0.332007,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,141977,107,32.603418,0.329728,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,141891,,32.590258,0.31661,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,141871,19,32.583846,0.31166,86,5,1,1458620047,1468267475,
UMTS,641,1,4018,141940,489,32.569946,0.316367,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,141957,,32.612031,0.313682,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142057,344,32.621414,0.326516,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142377,229,32.576395,0.276125,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142295,262,32.618178,0.330775,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142299,,32.630209,0.347195,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142266,173,32.581749,0.294338,700,2,1,1458620048,1466680519,
UMTS,641,1,4018,142374,229,32.585906,0.279404,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142180,468,32.616201,0.343487,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142277,,32.616887,0.299152,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142527,,32.617762,0.276078,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142176,460,32.599134,0.34834,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142396,172,32.607517,0.284911,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142411,,32.606416,0.281782,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142416,144,32.628573,0.29723,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142300,254,32.63076,0.340435,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142157,,32.626468,0.312637,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142285,492,32.627766,0.318303,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142761,234,32.57011,0.319482,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142539,434,32.621054,0.287605,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142706,,32.624416,0.239456,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143011,41,32.627571,0.307786,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142981,,32.586901,0.295687,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142976,76,32.587674,0.299925,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142740,83,32.576167,0.311219,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142911,101,32.560232,0.273736,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142978,92,32.58723,0.299521,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143889,439,32.572621,0.294386,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143888,,32.572248,0.291021,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143290,183,32.602382,0.286593,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143305,,32.601154,0.298006,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143299,28,32.606518,0.289422,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143179,363,32.578772,0.311486,37,2,1,1458620049,1465193307,
UMTS,641,1,4018,143293,28,32.605796,0.291696,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143341,,32.617133,0.300024,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143200,,32.570472,0.317743,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143177,371,32.575775,0.313767,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143201,66,32.573504,0.314234,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143287,183,32.599655,0.282868,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143359,,32.634545,0.344083,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143836,505,32.586587,0.31746,43,2,1,1458620050,1472325185,
UMTS,641,1,4018,144066,456,32.596377,0.32906,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144876,,32.583256,0.313857,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144660,382,32.570154,0.313021,35,3,1,1458620050,1471854733,
UMTS,641,1,4018,144437,,32.605901,0.313555,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144356,295,32.577959,0.31495,1,2,1,1458620050,1460106587,
UMTS,641,1,4018,208497,461,32.589623,0.268016,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,192535,450,32.613562,0.287457,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,192518,478,32.561703,0.251711,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,191074,296,32.617257,0.315454,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,145749,,32.620646,0.240496,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,145881,17,32.56135,0.306405,44,3,1,1458620051,1471854733,
UMTS,641,1,4018,207824,302,32.627936,0.317966,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,145897,110,32.580979,0.315778,132,7,1,1458620051,1472325185,-95
UMTS,641,1,4018,192053,336,32.616764,0.334617,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,144917,345,32.613704,0.326922,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,145879,1,32.562847,0.307879,5,2,1,1458620051,1470989469,
UMTS,641,1,4018,209162,60,32.628016,0.246243,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,191746,219,32.57995,0.317022,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,144989,,32.553103,0.306855,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,161081,88,32.537774,0.201649,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,143626,,32.616434,0.247868,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,143271,,32.545859,0.259208,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,142948,25,32.541435,0.210554,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161146,,32.495301,0.08347,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,143249,55,32.533566,0.309346,43,7,1,1458620052,1472209712,
UMTS,641,1,4022,161151,,32.441137,0.088804,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,142853,30,32.538744,0.301222,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,142855,46,32.532508,0.300674,31,2,1,1458620051,1471854733,
UMTS,641,1,4022,142504,51,32.557168,0.243531,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,142854,38,32.538453,0.301002,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,142640,59,32.549452,0.22625,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,161098,143,32.3731,-0.06635,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161109,,32.506602,0.10111,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161101,143,32.417172,0.066814,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,6705135,,30.602714,0.636419,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6705835,18,32.080387,0.391378,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6705515,,31.729808,-0.326846,0,1,1,1458620053,1458620053,
UMTS,641,1,4022,161226,24,32.539378,0.203391,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161247,,32.494001,0.092114,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,6705163,,30.661875,-0.607083,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6695333,,32.38921,0.451531,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161216,,32.503715,0.096269,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,192857,,32.546098,0.304459,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,6705125,114,32.286835,-0.255188,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6705083,,29.998543,-1.26028,0,1,1,1458620053,1458620053,
UMTS,641,1,4022,161229,24,32.542218,0.211748,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161278,,32.533072,0.122971,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,6706723,,31.88131,-0.156946,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6725395,9,32.248743,1.410479,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6707935,,31.810144,0.457877,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6725223,,32.532733,0.754063,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6706704,,31.647526,-0.339471,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6725675,,32.139327,1.951289,0,1,1,1458620054,1458620054,
UMTS,641,1,8003,6724794,,32.896685,2.245674,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6706684,,30.132543,0.251853,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6706685,,30.121063,0.252993,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6706633,,30.380898,-0.58006,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6725424,11,32.919273,3.33823,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6725803,114,33.088962,3.603501,0,1,1,1458620054,1458620054,
UMTS,641,1,8003,6706578,,31.353301,1.437212,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6724793,,32.890227,2.262406,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6725953,,30.961436,3.407111,0,1,1,1458620054,1458620054,
UMTS,641,1,2610,273668,318,32.624395,0.366559,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,77881,365,32.613187,0.370849,5,2,1,1458620042,1459386530,
UMTS,641,1,2610,273767,167,32.616984,0.379226,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,276591,506,32.632045,0.396093,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,274648,,32.582656,0.436599,4288,4,1,1458620044,1472120853,
UMTS,641,1,2610,274652,370,32.584101,0.400214,4,2,1,1458620044,1464632793,
UMTS,641,1,2610,275013,,32.663932,0.399306,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,274793,44,32.664262,0.399852,237,3,1,1458620044,1472325185,
UMTS,641,1,2610,275113,477,32.61799,0.353715,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,275212,396,32.611929,0.32702,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,275009,152,32.658011,0.390386,4548,11,1,1458620044,1472325185,-102
UMTS,641,1,2620,127878,365,32.615277,0.374277,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,274411,,32.610313,0.306406,0,1,1,1458620044,1458620044,
UMTS,641,1,2620,77882,365,32.607816,0.366381,72,4,1,1458620044,1460106585,
UMTS,641,1,2610,274862,200,32.537025,0.454743,7933,17,1,1458620044,1468495708,-109
UMTS,641,1,2620,273381,29,32.605941,0.365729,151,8,1,1458620044,1467886203,
UMTS,641,1,2720,19956976,242,32.494678,0.839991,0,1,1,1458620045,1458620045,
UMTS,641,1,2720,19956986,242,32.897922,2.238754,0,1,1,1458620045,1458620045,
UMTS,641,1,2700,19766848,32,32.532512,0.589566,37,2,1,1458620045,1465394034,
UMTS,641,1,2710,19842044,170,34.369783,1.335175,0,1,1,1458620045,1458620045,
UMTS,641,1,2700,19747477,,32.256574,0.381402,0,1,1,1458620045,1458620045,
UMTS,641,1,2720,19766587,235,32.50809,0.794659,136,2,1,1458620045,1465394034,
UMTS,641,1,2630,19888449,223,30.282237,0.65572,0,1,1,1458620045,1458620045,
UMTS,641,1,2710,19843787,406,33.5793,0.719863,0,1,1,1458620045,1458620045,
UMTS,641,1,2700,19766854,,32.535736,0.585007,0,1,1,1458620045,1458620045,
UMTS,641,1,2700,19766895,183,32.516231,0.746801,0,1,1,1458620045,1458620045,
UMTS,641,1,2700,19757547,,32.256506,0.379431,0,1,1,1458620045,1458620045,
UMTS,641,1,2720,19963145,40,31.53595,2.489225,0,1,1,1458620045,1458620045,
UMTS,641,1,2710,19842045,171,34.369783,1.335175,0,1,1,1458620045,1458620045,
UMTS,641,1,2630,19879404,,30.127685,-1.139734,0,1,1,1458620045,1458620045,
UMTS,641,1,2720,19963475,241,32.874477,2.255922,0,1,1,1458620045,1458620045,
UMTS,641,1,4018,76544,404,32.60151,0.334912,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,11841,109,32.566323,0.266827,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,78383,468,32.610743,0.342661,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,10973,220,32.602821,0.324037,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,75684,497,32.56234,0.314356,0,1,1,1458620046,1458620046,
UMTS,641,1,3016,12803,,32.565489,0.325234,0,1,1,1458620045,1458620045,
UMTS,641,1,4018,76082,,32.553541,0.307624,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,76909,468,32.617498,0.345712,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,79440,26,32.587355,0.330807,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,11703,204,32.590941,0.314857,0,1,1,1458620046,1458620046,
UMTS,641,1,4014,30031,,32.51832,0.106656,0,1,1,1458620045,1458620045,
UMTS,641,1,3014,142276,,32.613639,0.303985,0,1,1,1458620045,1458620045,
UMTS,641,1,4018,76085,93,32.552681,0.302701,0,1,1,1458620046,1458620046,
UMTS,641,1,4018,141830,418,32.577189,0.315409,12,2,1,1458620047,1471685650,
UMTS,641,1,4018,141396,458,32.579903,0.317017,7,2,1,1458620047,1460106586,
UMTS,641,1,4018,141528,,32.573018,0.311362,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141611,286,32.63107,0.334558,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141821,475,32.575669,0.319752,7,3,1,1458620047,1460106586,
UMTS,641,1,4018,141776,483,32.580134,0.310463,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141579,,32.599318,0.30438,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141530,203,32.575448,0.310858,40,5,1,1458620047,1472040550,
UMTS,641,1,4018,141743,219,32.582254,0.317154,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141523,195,32.575905,0.312893,14,2,1,1458620047,1471854733,
UMTS,641,1,4018,141826,410,32.577412,0.316632,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141671,,32.55814,0.293525,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141778,499,32.577613,0.309656,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141867,11,32.585568,0.311587,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141970,444,32.598976,0.320076,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142056,336,32.617171,0.332045,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,141936,,32.568923,0.318088,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,141907,,32.589888,0.320265,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,141967,444,32.598883,0.320058,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,141865,,32.583396,0.311174,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,142068,364,32.603534,0.332598,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,141888,,32.595669,0.310269,0,1,1,1458620047,1458620047,
UMTS,641,1,4018,141920,34,32.585627,0.324112,260,12,1,1406015169,1472817598,-102
UMTS,641,1,4018,142273,314,32.615556,0.304686,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142398,188,32.607438,0.289381,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142517,,32.587303,0.245977,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142256,,32.562971,0.284939,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142421,160,32.616151,0.281638,808,12,1,1401195994,1458620049,
UMTS,641,1,4018,142393,,32.61068,0.285935,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142281,330,32.605893,0.291048,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142298,,32.621557,0.335062,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142441,310,32.628349,0.322245,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142408,429,32.602548,0.296165,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142149,,32.589191,0.302143,0,1,1,1458620048,1458620048,
UMTS,641,1,4018,142986,197,32.620593,0.322676,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142647,,32.638149,0.243924,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142776,196,32.592865,0.317733,0,2,1,1458620049,1472817598,
UMTS,641,1,4018,142529,,32.60813,0.2795,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142725,498,32.5822,0.312168,74,3,1,1458620049,1472073133,
UMTS,641,1,4018,142980,,32.587246,0.296911,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142548,166,32.633686,0.319433,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142999,,32.634615,0.340615,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142536,,32.61595,0.285653,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142651,,32.626058,0.241599,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142738,91,32.575626,0.311635,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,142726,482,32.584369,0.312753,1,4,1,1458620049,1472073133,
UMTS,641,1,4018,142530,,32.613339,0.268391,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143189,,32.576136,0.314245,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143157,323,32.580448,0.312614,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143320,,32.624908,0.256081,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143361,501,32.636551,0.322252,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143356,485,32.637035,0.34297,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143338,,32.610147,0.296922,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143317,,32.625622,0.256799,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143316,,32.624857,0.263911,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143028,94,32.619915,0.333055,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143218,378,32.566772,0.281921,0,1,1,1458620049,1458620049,
UMTS,641,1,4018,143329,,32.611752,0.248125,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144830,,32.575077,0.317415,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,143899,249,32.575561,0.309906,6,3,1,1458620050,1472040550,
UMTS,641,1,4018,144120,320,32.577046,0.322308,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144658,383,32.563122,0.307475,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144107,8,32.603919,0.289415,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144827,422,32.574168,0.321013,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144371,335,32.574098,0.30942,27,3,1,1458620050,1470989469,
UMTS,641,1,4018,144246,484,32.575735,0.310092,9,2,1,1458620050,1470989469,
UMTS,641,1,4018,144786,97,32.559631,0.294141,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144370,327,32.57825,0.311991,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144861,502,32.569318,0.288876,98,2,1,1458620050,1463843326,
UMTS,641,1,4018,144841,,32.570295,0.312439,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,144277,493,32.577839,0.293847,0,1,1,1458620050,1458620050,
UMTS,641,1,4018,145876,,32.562863,0.307886,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,191748,235,32.580975,0.314337,40,2,1,1458620051,1472052692,
UMTS,641,1,4018,145451,455,32.61801,0.334475,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,191077,276,32.593653,0.316979,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,192055,352,32.613615,0.325401,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,192134,488,32.573201,0.288579,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,273110,28,32.605776,0.292793,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,145457,157,32.596962,0.27958,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,145746,,32.61652,0.243071,0,1,1,1458620051,1458620051,
UMTS,641,1,4018,145891,,32.577654,0.312515,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,161090,,32.444157,0.043829,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,143617,,32.490944,0.222562,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161137,84,32.542334,0.138941,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161191,333,32.538386,0.181019,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161140,84,32.540957,0.138528,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161186,317,32.539314,0.196806,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161119,243,32.472645,0.059923,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,143243,55,32.539458,0.307902,826,8,1,1458620052,1472209712,
UMTS,641,1,4022,142237,,32.532172,0.308479,0,1,1,1458620051,1458620051,
UMTS,641,1,4022,143246,55,32.532941,0.309027,117,7,1,1458620052,1472209712,
UMTS,641,1,4022,143244,63,32.52512,0.302759,15,2,1,1458620052,1469756308,
UMTS,641,1,4022,161176,120,32.539042,0.175618,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,144081,288,32.522367,0.240544,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,144319,,32.528023,0.299582,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,142860,38,32.541465,0.296805,0,1,1,1458620051,1458620051,
UMTS,641,1,8003,41512,,30.912146,3.022709,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,6705133,,30.655863,0.608884,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6706153,,32.018838,1.822896,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6706154,11,32.011318,1.797898,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6706526,51,32.052951,0.398371,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6694834,104,32.447468,0.462531,0,1,1,1458620052,1458620052,
UMTS,641,1,4600,313270,,33.178347,0.442186,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,6704927,,30.068114,0.13325,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161276,192,32.535145,0.120987,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161208,,32.519594,0.106622,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161288,,32.484506,0.104262,0,1,1,1458620052,1458620052,
UMTS,641,1,4022,161266,144,32.443288,0.080381,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,6706303,,31.552183,-0.353163,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6706525,53,31.985841,0.396386,0,1,1,1458620053,1458620053,
UMTS,641,1,4022,161237,,32.513571,0.104941,0,1,1,1458620052,1458620052,
UMTS,641,1,8003,6724733,7,32.280754,2.784456,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6724704,,30.91811,3.016202,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6708255,270,31.269069,0.497894,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6724738,,32.287047,2.76852,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6724694,55,32.53907,1.989492,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6725405,21,32.276409,2.764183,0,1,1,1458620053,1458620053,
UMTS,641,1,8003,6725945,,32.890823,2.265796,0,1,1,1458620054,1458620054,
UMTS,641,1,8003,6708325,,31.785359,-0.288425,0,1,1,1458620053,1458620053,
UMTS,641,1,2610,79240,87,32.558142,0.370643,0,1,1,1458620042,1458620042,
UMTS,641,1,2610,273672,326,32.632042,0.363375,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,273238,1,32.610343,0.321597,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,274152,105,32.631679,0.370976,0,1,1,1458620043,1458620043,
UMTS,641,1,2610,275752,51,32.623119,0.318931,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,274661,48,32.606107,0.457012,438,10,1,1458620044,1470914201,-106
UMTS,641,1,2610,274462,,32.648101,0.358591,0,1,1,1458620044,1458620044,
UMTS,641,1,2610,276933,160,32.616724,0.368617,611,12,1,1458620044,1472375534,-100
UMTS,641,1,2620,272681,270,32.631354,0.333113,20,2,1,1458620044,1471173057,
